stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
par_8_1074,4.638,0.4346,81,1.449,6.896,6.941,2,30,30,2,77,12,46,50,32,3,20,12,1,45,8,19,27,13,3.306,1.3319999999999999,1254,SAN CIPRIANO-Pº ARTILLEROS,40.4042752436857,-3.6084490027989,506,0.001091249267337621,0.0024283632831471587,0.10812939817246088,0.009503110138071607
par_8_1075,4.918,0.4379,87,1.471,6.835,6.791,2,31,31,2,83,12,46,53,32,2,19,11,0,40,6,17,25,10,3.001,1.9170000000000003,1255,Pº ARTILLEROS-VILLACARLOS,40.4057943388634,-3.60909906901661,506,0.001091249267337621,0.0024283632831471587,0.10812939817246088,0.009503110138071607
par_8_1210,3.848,0.5562,54,0.741,6.794,5.792,2,31,17,1,73,11,39,48,24,2,16,13,1,50,7,23,36,20,3.281,0.5669999999999997,1257,AV.CANILLEJAS AV VICALVARO-TOSCANA,40.4194680493106,-3.61116728476202,1036,4.210765393572298e-05,0.0014570179698882952,0.08359045144527444,0.0014050918665715496
par_8_1211,4.577,0.1604,58,1.106,6.813,5.806,2,34,19,1,90,15,43,54,29,2,17,13,1,52,7,23,39,21,3.302,1.275,1258,AV.CANILLEJAS A VICALVARO-TOSCANA,40.4195142133087,-3.6109555304979,1036,4.210765393572298e-05,0.0014570179698882952,0.08359045144527444,0.0014050918665715496
par_8_1213,4.177,0.5104,79,1.122,6.785,6.599,1,24,21,2,60,11,32,43,19,2,16,7,0,38,6,18,21,10,2.927,1.2499999999999996,1259,Pº ARTILLEROS-CALAHORRA,40.4080075230359,-3.60967293171706,503,0.0006599006008887815,0.0029140359397765905,0.09810367829235754,0.0037956004444989287
par_8_18510,5.199,0.5654,62,1.83,5.775,5.058,2,31,23,2,127,15,35,56,28,2,17,10,2,75,3,20,21,10,2.944,2.255,1260,PZA.ALSACIA-ALSACIA,40.4176304002534,-3.62294944668485,1718,0.0010314379389467366,0.0029140359397765905,0.10756451781423049,0.0401686529941061
par_8_4012,3.362,0.6853,45,0.804,8.031,7.905,1,16,10,0,34,6,17,21,12,0,10,11,0,28,5,8,16,9,3.05,0.3120000000000003,1261,GRAN VÍA DEL ESTE-RIVAS,40.4032545733605,-3.59511154112756,494,4.0444048362284596e-05,0.0014570179698882952,0.09107395612172682,0.004427170798293754
par_8_4013,4.507,0.5282,81,1.831,8.094,7.964,1,21,16,0,52,8,26,29,14,0,10,10,0,25,4,4,15,8,2.977,1.5299999999999998,1262,RIVAS-VILLABLANCA,40.4031141941585,-3.59437966710393,494,4.0444048362284596e-05,0.0014570179698882952,0.09107395612172682,0.004427170798293754
par_8_4210,4.06,0.4488,48,0.668,6.716,5.633,2,33,21,1,92,12,52,51,29,2,23,14,1,57,8,24,38,21,3.29,0.7699999999999996,1263,AQUITANIA-TOSCANA,40.4206774638218,-3.61245128403719,1037,3.166998119904129e-05,0.001942690626517727,0.08306438599322252,0.00043204555183098904
par_8_4400,3.077,0.5897,40,0.916,6.041,5.122,1,21,14,2,71,10,27,29,16,1,21,16,2,73,9,28,36,16,2.9,0.17700000000000005,1264,AV.GUADALAJARA-SAN ROMAN DEL VALLE,40.4195635988546,-3.6202915523375,1716,0.00021420191177803777,0.0009713453132588635,0.09723730814639905,0.0
par_8_4507,2.529,0.6182,33,0.434,6.356,5.299,1,17,11,2,64,5,25,26,11,1,22,16,2,70,10,27,35,17,3.057,-0.528,1265,AV.GUADALAJARA-AMPOSTA,40.4207981631506,-3.61686092540834,1544,0.00022434976752832433,0.0014570179698882952,0.0975459541406102,0.007076149149794825
par_8_4509,4.142,0.4846,62,0.767,6.695,5.501,2,31,16,2,90,13,30,47,25,1,25,18,1,61,10,32,42,22,3.339,0.8030000000000004,1266,AV.GUADALAJARA-ALBERICIA,40.4221780757546,-3.61318394952683,1038,6.964197256539697e-05,0.0029140359397765905,0.08994408526996331,0.007152072537108964
par_8_4546,4.955,0.5776,83,1.786,6.894,6.95,1,25,29,2,78,11,41,45,29,3,20,12,1,45,8,19,27,13,3.322,1.633,1267,SAN CIPRIANO-Pº ARTILLEROS,40.404112903634,-3.60848289494618,506,0.001091249267337621,0.0024283632831471587,0.10812939817246088,0.009503110138071607
par_8_4547,4.48,0.5752,78,1.609,6.815,6.781,1,25,29,2,74,11,41,44,29,2,19,11,0,40,6,18,25,11,3.045,1.4350000000000005,1268,Pº ARTILLEROS-VILLACARLOS,40.4057120200459,-3.60933402548944,506,0.001091249267337621,0.0024283632831471587,0.10812939817246088,0.009503110138071607
par_8_4548,4.13,0.5086,68,0.996,6.809,6.56,2,28,19,1,70,13,38,51,23,2,15,6,0,36,6,17,21,8,2.862,1.2679999999999998,1269,Pº ARTILLEROS-PZA.VICALVARADA,40.4088557554824,-3.6094095202988,503,0.0006599006008887815,0.0029140359397765905,0.09810367829235754,0.0037956004444989287
par_8_4552,4.328,0.5161,85,1.703,7.236,7.227,1,21,16,0,56,8,26,29,14,1,20,9,0,40,8,19,26,12,3.04,1.2880000000000003,1270,SAN CIPRIANO-JARDIN DE LA DUQUESA,40.4039358542962,-3.60445096102957,527,0.0002153784843089426,0.0014570179698882952,0.09943017191423605,0.006458068526167109
par_8_4611,4.111,0.4898,59,0.723,6.843,5.683,2,31,16,2,87,13,30,47,25,1,22,14,1,64,8,26,40,22,3.312,0.7989999999999999,1271,AV.CANILLEJAS-EST.AVENIDA DE GUADALAJARA,40.4215670358964,-3.61118628095342,1038,6.964197256539697e-05,0.0029140359397765905,0.08994408526996331,0.007152072537108964
par_8_4612,3.838,0.6147,57,0.85,6.767,5.958,2,29,17,1,66,13,36,48,24,3,15,9,1,37,9,13,29,11,3.222,0.6160000000000001,1272,AV.CANILLEJAS A VICALVARO-M40,40.4168570083053,-3.61087255914339,1033,0.00014547658070376035,0.0014570179698882952,0.09014096839155941,0.0020516577716373926
par_8_4613,4.234,0.4054,52,0.749,6.788,5.991,2,32,19,1,82,13,39,47,24,2,13,8,1,37,9,14,27,10,3.192,1.0419999999999998,1273,AV.CANILLEJAS A VICALVARO-M40,40.4166513063035,-3.6105878146263,1033,0.00014547658070376035,0.0014570179698882952,0.09014096839155941,0.0020516577716373926
par_8_4636,2.541,0.0914,28,0.928,6.019,5.235,2,20,13,1,45,10,29,35,19,1,17,10,2,59,5,23,31,10,2.714,-0.17300000000000004,1274,AQUITANIA-CAPRI,40.4179340063112,-3.62009977955772,1715,0.00019040570237613354,0.0014570179698882952,0.09722812485243425,0.002262623037587432
par_8_4637,3.286,0.3051,39,0.925,6.414,5.452,2,26,19,1,72,10,45,41,24,1,21,16,1,62,8,27,32,15,3.043,0.24299999999999988,1275,AQUITANIA-REPUBLICA ESLOVACA,40.4195067172747,-3.61576469460457,1543,4.4730052921426885e-05,0.0014570179698882952,0.08918052668052669,0.00048242945481907643
par_8_5108,5.469,0.298,90,1.802,7.914,7.865,1,25,29,1,63,8,47,37,29,0,13,11,0,31,5,13,20,10,2.874,2.595,1276,GRAN VIA DEL ESTE-SAN CIPRIANO,40.4023371769432,-3.59656472052533,496,0.0002118020969538182,0.003885381253035454,0.10013617352397626,0.01972303341832284
par_8_5109,4.631,0.3801,77,1.678,7.936,7.886,1,23,24,0,52,8,40,29,26,0,12,11,0,31,5,9,18,10,2.873,1.758,1277,GRAN VIA DEL ESTE-SAN CIPRIANO,40.4022753933948,-3.59631670411126,496,0.0002118020969538182,0.003885381253035454,0.10013617352397626,0.01972303341832284
par_8_5321,4.293,0.481,78,1.172,7.684,7.623,1,21,16,0,50,8,26,28,14,1,16,11,0,32,6,18,20,12,2.931,1.362,1278,SAN CIPRIANO-MINERVA,40.4032784367377,-3.59921275981909,525,9.515508574597746e-05,0.001942690626517727,0.09599962700484893,0.004704336386493093
par_8_5322,4.843,0.4511,86,1.375,7.685,7.613,1,22,16,1,60,10,28,43,16,1,16,11,0,33,6,18,19,12,2.941,1.9020000000000001,1279,SAN CIPRIANO-MINERVA,40.4034497217583,-3.59919070963546,525,9.515508574597746e-05,0.001942690626517727,0.09599962700484893,0.004704336386493093
par_8_3514,2.096,0.7874,23,0.267,9.993,7.529,0,2,8,0,21,1,14,4,5,1,4,5,1,17,0,41,5,9,2.613,-0.5169999999999999,1281,SAMANIEGO-CAMPEZO,40.4442838308029,-3.5822430004935,210,2.303066597573038e-05,0.0014570179698882952,0.07311270506356082,0.010114840185574094
par_8_07439,0.324,,2,0.0,7.831,9.004,0,2,2,0,7,0,3,3,3,0,13,10,1,33,2,13,13,7,1.839,-1.515,1285,AV.MEDITERRÁNEO-SANTA EUGENIA,40.3819923400879,-3.6034369468689,329,0.00016894343001328747,0.0009713453132588635,0.09754133308067649,0.0006920293063196917
par_8_07529,6.951,0.9034,111,4.17,7.566,8.622,29,84,97,8,150,22,277,73,129,0,10,8,1,30,2,13,13,6,2.478,4.472999999999999,1288,AV.MEDITERRÁNEO-SANTA EUGENIA,40.3853797912598,-3.60516381263733,317,0.00029221179414277016,0.0024283632831471587,0.09872932150563414,0.0020009736452991653
par_8_08366,3.117,0.8697,40,1.499,1.854,4.245,1,35,34,2,87,9,68,45,76,5,49,53,5,104,15,114,37,96,2.937,0.18000000000000016,1289,AV.MEDITERRÁNEO-CONDE CASAL,40.4063797998135,-3.66785273790314,1479,0.0010842178557992025,0.0009713453132588635,0.10639727159983464,0.00039767106567364094
par_8_2612,4.13,0.9141,69,1.402,5.826,7.142,21,60,62,4,104,14,181,48,93,0,4,16,2,43,0,24,4,17,1.931,2.199,1290,AV.MEDITERRÁNEO-AV.DEMOCRACIA,40.3910179138184,-3.62432551383972,296,0.0009067269602736336,0.003885381253035454,0.10804428818806738,0.03722186362690804
par_8_2613,7.775,0.8682,105,3.889,5.832,7.1,41,110,130,12,200,32,399,88,175,0,4,15,2,51,1,24,5,16,2.064,5.711,1291,AV.MEDITERRÁNEO-AV.DEMOCRACIA,40.3916397094727,-3.62400126457214,296,0.0009067269602736336,0.003885381253035454,0.10804428818806738,0.03722186362690804
par_8_3353,5.402,0.9005,83,2.005,4.372,6.107,27,69,84,6,120,17,244,63,121,2,31,12,0,94,13,23,32,10,2.991,2.411,1292,AV.MEDITERRÁNEO-AV.PABLO NERUDA,40.394603729248,-3.64083123207092,1559,0.003141744304101401,0.003399708596406022,0.11827215807915446,0.0414489066439289
par_8_4283,9.907,0.8334,149,6.77,4.341,6.03,71,147,173,14,250,49,893,109,228,1,27,13,0,102,12,20,33,14,2.955,6.952,1293,AV.MEDITERRÁNEO-TACONA,40.3953399658203,-3.64090895652771,1559,0.003141744304101401,0.003399708596406022,0.11827215807915446,0.0414489066439289
par_8_5150,3.543,0.9286,39,1.142,5.599,7.002,16,47,48,3,97,9,151,43,81,0,2,9,2,30,0,17,4,11,1.503,2.04,1294,AV.MEDITERRÁNEO-UNIV.POLITÉCNICA MADRID,40.3911476135254,-3.62709546089172,295,0.0006912129398590858,0.0009713453132588635,0.10683893731838938,0.0
par_8_07433,4.628,0.8756,69,3.888,1.87,4.227,16,51,55,2,127,13,161,60,99,5,49,51,6,103,13,111,34,93,2.883,1.745,1295,AV.MEDITERRÁNEO-CONDE DE CASAL,40.406551361084,-3.66764974594116,1479,0.0010842178557992025,0.0009713453132588635,0.10639727159983464,0.00039767106567364094
par_8_2611,5.072,0.6793,78,1.688,3.511,5.176,3,55,51,2,170,20,91,60,97,2,38,28,0,81,10,41,32,43,3.121,1.951,1296,AV.MEDITERRÁNEO-ARROYO FONTARRÓN,40.4010429382324,-3.64907050132751,1555,0.003209316112500029,0.003885381253035454,0.11742229826062162,0.03144625770067051
par_8_3350,6.161,0.7949,93,4.758,3.499,5.248,17,70,71,2,195,22,183,71,120,2,39,29,0,91,10,46,33,45,3.248,2.9129999999999994,1297,AV.MEDITERRÁNEO-RAMÓN PÉREZ DE AYALA,40.4002418518066,-3.64943981170654,1555,0.003209316112500029,0.003885381253035454,0.11742229826062162,0.03144625770067051
par_8_3351,4.897,0.9063,84,2.585,3.789,5.582,21,64,70,4,136,17,199,61,118,2,32,17,0,69,8,34,30,26,2.98,1.9170000000000003,1298,AV.MEDITERRÁNEO-PÍO FELIPE,40.3978118896484,-3.64672994613647,1554,0.0013146298347849375,0.0024283632831471587,0.106601087237898,0.002324215621619332
par_8_3352,4.939,0.7936,72,1.999,3.873,5.606,10,54,54,2,157,17,125,59,92,2,33,20,0,79,8,37,31,35,3.002,1.9370000000000003,1299,AV.MEDITERRÁNEO-PÍO FELIPE,40.3979187011719,-3.64565849304199,1554,0.0013146298347849375,0.0024283632831471587,0.106601087237898,0.002324215621619332
par_8_07537,0.439,,4,0.025,12.578,12.275,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0,1,2.561,-2.122,1303,CTRA.M203-CAÑADA REAL DE MERINA,40.3938472209581,-3.54239462063428,18,2.087027661872592e-05,0.0009713453132588635,0.08437832964511105,4.004784882375637e-05
par_8_10457,0.142,,2,0.0,10.04,10.187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.856,-0.714,1304,CTRA.RIVAS JARAMA-LA JUNGLA,40.3914108055305,-3.57310370497324,20,8.236193328085895e-05,0.0014570179698882952,0.08988518793381936,0.0005470930835803842
par_8_10458,0.492,,3,0.03,9.999,10.148,0,2,3,0,5,0,3,2,0,0,0,0,0,0,0,1,0,0,0.862,-0.37,1305,CTRA.RIVAS JARAMA-LA JUNGLA,40.3915256394497,-3.57356419467289,20,8.236193328085895e-05,0.0014570179698882952,0.08988518793381936,0.0005470930835803842
par_8_07538,3.893,0.8924,47,1.416,0.581,4.681,35,72,113,8,107,23,277,59,149,53,70,98,1,60,29,468,43,106,3.314,0.5789999999999997,1306,RONDA ATOCHA-ESTACIÓN DE AUTOBUSES,40.407112121582,-3.6965389251709,1672,0.008905105004715254,0.0014570179698882952,0.1205080182605642,0.0031776640623413068
par_8_08367,6.631,0.6765,96,4.966,1.616,4.233,42,109,129,14,188,30,426,80,162,7,51,58,8,107,17,130,38,102,3.206,3.4250000000000003,1307,PZA.CONDE DE CASAL-CONDE DE CASAL,40.4064064025879,-3.67065143585205,1481,0.013094594507017776,0.004371053909664886,0.13164961636828645,0.09819866246397016
par_8_2125,10.17,0.5777,145,8.324,1.589,4.168,89,165,191,15,257,62,1036,110,237,9,52,54,9,105,18,126,38,101,3.218,6.952,1308,AV.MEDITERRANEO-PZA.CONDE CASAL,40.4069900512695,-3.6709520816803,1481,0.013094594507017776,0.004371053909664886,0.13164961636828645,0.09819866246397016
par_8_2178,10.194,0.3441,141,11.001,0.063,4.371,105,163,207,13,210,60,1239,115,278,49,61,80,3,47,19,410,28,92,3.659,6.535000000000001,1309,Pº INFANTA ISABEL-DR.VELASCO,40.4077491760254,-3.68945074081421,1675,0.04915130872683707,0.006313744536182613,0.14824681402548778,0.5362911117674126
par_8_07627,9.717,0.4066,142,6.257,1.858,6.286,32,132,118,4,285,35,374,113,171,14,47,37,2,98,11,158,35,62,3.471,6.246,1310,PZA.LEGAZPI-LEGAZPI,40.3910789489746,-3.69558596611023,1452,0.0038392225785630605,0.003885381253035454,0.12154663518299882,0.04404506789703934
par_8_07687,2.734,0.6555,50,0.576,7.169,11.146,1,24,18,1,76,6,27,29,23,0,2,3,0,23,0,0,7,0,1.349,1.385,1311,AV.LOS ROSALES-CENTRAL ELÉCT.VILLAVERDE,40.3440780639648,-3.67153072357178,384,0.00011309970063048575,0.0009713453132588635,0.09419461091541241,0.0009704013430807694
par_8_07688,1.516,0.8202,15,0.584,8.408,12.281,0,8,3,0,33,2,5,13,2,0,0,1,0,21,0,0,1,0,1.252,0.264,1312,AV.LOS ROSALES-DEPURADORA BUTARQUE,40.3339767456055,-3.66404938697815,136,2.3275533904324018e-05,0.0009713453132588635,0.086107393777183,1.4159552671412005e-06
par_8_07689,0.942,0.9862,6,0.041,8.428,12.304,0,1,2,0,16,1,1,6,0,0,0,1,0,21,0,0,2,0,1.275,-0.33299999999999996,1313,AV.LOS ROSALES-DEPURADORA BUTARQUE,40.3337669372559,-3.66416501998901,136,2.3275533904324018e-05,0.0009713453132588635,0.086107393777183,1.4159552671412005e-06
par_8_07690,0.86,0.9643,6,0.071,7.776,11.715,0,0,1,0,13,0,0,3,0,0,3,2,0,24,0,0,5,0,1.869,-1.009,1314,AV.LOS ROSALES-GASOLINERA,40.3389663696289,-3.66866636276245,351,0.00011309970063048575,0.0009713453132588635,0.09419461091541241,0.0009704013430807694
par_8_07691,1.717,0.6451,22,0.539,7.615,11.557,0,13,6,0,47,3,12,19,7,0,1,2,0,20,0,0,3,0,1.553,0.16400000000000015,1315,AV.LOS ROSALES-GASOLINERA,40.340389251709,-3.66902184486389,352,2.3275533904324018e-05,0.0009713453132588635,0.086107393777183,1.4159552671412005e-06
par_8_1132,8.893,0.6947,136,3.64,3.43,7.819,9,98,62,2,290,27,200,106,98,1,18,7,1,63,7,22,27,5,3.265,5.628,1318,AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,40.3766212463379,-3.69566106796265,638,0.00226226021836786,0.004371053909664886,0.10986606904647564,0.03503446718170664
par_8_1134,3.964,0.7548,57,1.065,3.771,8.138,9,46,33,1,132,15,122,50,46,1,14,6,1,70,6,15,26,9,3.104,0.8599999999999999,1319,AV.ANDALUCIA-MEZQUITA,40.3734016418457,-3.69445013999939,640,0.0006515776670181471,0.0014570179698882952,0.09924804781644654,0.0
par_8_1135,7.771,0.6406,116,3.246,4.105,8.465,8,80,41,2,248,25,133,95,70,2,21,8,1,93,7,17,36,13,3.476,4.295,1320,AV.ANDALUCIA-AV.POBLADOS,40.3703842163086,-3.69451332092285,650,0.0008814656109223715,0.003399708596406022,0.09955035536430885,0.023387790886177973
par_8_1136,7.814,0.6967,122,3.437,4.122,8.477,9,96,59,2,241,28,196,90,103,2,19,8,1,82,7,17,30,11,3.116,4.698,1321,AV.ANDALUCIA-AV.LOS FUEROS,40.3701972961426,-3.69413447380066,650,0.0008814656109223715,0.003399708596406022,0.09955035536430885,0.023387790886177973
par_8_1172,6.98,0.5589,121,2.744,5.198,9.523,3,71,49,2,217,24,94,95,73,2,36,18,1,124,8,43,32,43,3.095,3.8850000000000002,1322,AV.ANDALUCIA-VERBENA DE LA PALOMA,40.3604354858398,-3.69348073005676,423,0.0009245418932620325,0.0024283632831471587,0.0996129656507015,0.00347386641504136
par_8_1173,7.388,0.7338,114,2.767,5.172,9.494,9,82,43,2,222,25,148,89,67,2,36,15,1,125,7,41,32,40,3.049,4.339,1323,AV.ANDALUCIA-CONCILIACION,40.360652923584,-3.69316506385803,423,0.0009245418932620325,0.0024283632831471587,0.0996129656507015,0.00347386641504136
par_8_1174,6.509,0.0326,118,2.196,5.707,10.02,2,57,42,2,204,18,62,85,63,2,36,19,1,123,9,41,36,43,3.204,3.305,1324,AV.ANDALUCIA-BOHEMIOS,40.3558235168457,-3.69315075874329,417,0.00046693829148397744,0.0014570179698882952,0.09747206968377202,4.0559251985444625e-05
par_8_1175,5.808,0.5562,84,1.987,5.689,9.999,3,56,35,2,191,20,64,75,43,2,36,18,1,124,10,40,37,43,3.219,2.589,1325,AV.ANDALUCIA-SAHARA,40.3559684753418,-3.69286966323853,417,0.00046693829148397744,0.0014570179698882952,0.09747206968377202,4.0559251985444625e-05
par_8_1440,7.866,0.1775,132,5.756,6.17,10.451,8,74,50,2,231,22,121,101,80,1,34,20,1,114,10,44,36,43,3.269,4.5969999999999995,1326,J.JOSE MTNEZ.SECO-ESPERANZA MACARENA,40.3515853881836,-3.69104671478271,406,0.0014673466382995836,0.003885381253035454,0.10765450172539998,0.02297433151855616
par_8_1441,7.567,0.215,132,5.261,6.158,10.44,8,74,50,2,234,22,118,99,80,1,34,20,1,116,10,44,38,43,3.33,4.237,1327,J.JOSE MTNEZ.SECO-E.MACARENA,40.3516998291016,-3.69114208221436,406,0.0014673466382995836,0.003885381253035454,0.10765450172539998,0.02297433151855616
par_8_1444,8.192,0.1791,134,6.446,6.169,10.393,8,75,50,2,235,22,121,103,80,1,27,17,1,99,7,32,34,33,3.154,5.038,1328,J.JOSE MTNEZ.SECO-DIAMANTE,40.351634979248,-3.68676090240479,406,0.0014673466382995836,0.003885381253035454,0.10765450172539998,0.02297433151855616
par_8_1445,7.561,0.2171,131,5.059,6.16,10.389,8,74,50,2,234,22,118,99,80,1,28,18,1,97,7,32,32,35,3.119,4.442,1329,J.JOSE MTNEZ.SECO-DIAMANTE,40.3517074584961,-3.68706774711609,406,0.0014673466382995836,0.003885381253035454,0.10765450172539998,0.02297433151855616
par_8_1449,5.804,0.3071,90,2.397,5.937,10.085,2,49,41,2,179,16,57,79,59,0,17,6,0,75,4,11,25,10,2.697,3.107,1330,CONCEPCION DE LA OLIVA Nº 13,40.3540153503418,-3.68182754516602,407,0.003874382891499347,0.0014570179698882952,0.11651199637845179,0.0002697788104811527
par_8_1450,7.561,0.2171,131,5.059,6.133,10.344,8,74,50,2,234,22,118,99,80,1,23,16,1,95,7,27,34,21,3.158,4.4030000000000005,1331,ANDREA JORDAN-J.JOSE MTNEZ.SECO,40.351993560791,-3.68579888343811,406,0.0014673466382995836,0.003885381253035454,0.10765450172539998,0.02297433151855616
par_8_18275,0.768,0.9618,5,0.056,6.622,10.653,0,0,1,0,11,0,0,4,0,0,6,3,0,35,1,2,13,0,2.181,-1.413,1332,AV.LOS ROSALES-ZAFIRO,40.3485717773438,-3.67499017715454,414,0.0006395262707714519,0.0009713453132588635,0.10395839644552156,0.0019393867308943975
par_8_18276,3.422,0.5886,55,0.927,6.487,10.534,2,30,19,1,104,7,31,41,30,0,9,3,0,38,1,4,13,2,2.212,1.21,1333,AV.LOS ROSALES-ZAFIRO,40.3496742248535,-3.67595505714417,415,0.0006395262707714519,0.0009713453132588635,0.10395839644552156,0.0019393867308943975
par_8_4662,6.018,0.6704,99,2.405,5.384,9.705,3,57,33,2,190,19,84,77,51,2,34,18,1,129,9,39,35,45,3.094,2.924,1334,AV.ANDALUCIA-DULZURA,40.3587417602539,-3.69334554672241,423,0.0009245418932620325,0.0024283632831471587,0.0996129656507015,0.00347386641504136
par_8_4663,5.474,0.7397,88,1.667,5.412,9.727,3,59,32,2,171,19,80,72,47,2,36,18,1,126,9,40,36,45,3.114,2.3600000000000003,1335,AV.ANDALUCIA-DULZURA,40.3584747314453,-3.69293069839478,423,0.0009245418932620325,0.0024283632831471587,0.0996129656507015,0.00347386641504136
par_8_4664,7.606,0.1716,125,5.277,6.063,10.369,8,74,50,2,226,21,119,96,81,2,39,21,1,134,11,48,39,43,3.467,4.138999999999999,1336,AV.ANDALUCIA-ANOETA,40.3526077270508,-3.69307088851929,405,0.0003410908301637762,0.0014570179698882952,0.09736145261963307,0.007603033780322324
par_8_4665,6.477,0.2867,110,3.35,6.087,10.39,3,62,46,2,204,21,74,91,63,2,39,20,1,132,12,47,40,43,3.479,2.998,1337,AV.ANDALUCIA-ANOETA,40.3523750305176,-3.69275045394897,405,0.0003410908301637762,0.0014570179698882952,0.09736145261963307,0.007603033780322324
par_8_4980,3.841,0.6344,66,3.273,6.056,10.226,0,27,24,0,77,7,32,41,26,0,19,9,0,79,5,18,27,13,2.951,0.8900000000000001,1338,EDUARDO MARISTANY-VICENTE CARBALLAL,40.3528366088867,-3.68316984176636,404,0.015518229701200729,0.003399708596406022,0.13096298180893015,0.06398432784977405
par_8_4982,3.254,0.6295,55,0.897,6.268,10.348,1,26,19,1,86,6,27,33,23,0,11,2,0,42,2,5,20,2,2.353,0.9009999999999998,1339,AV.ROSALES-MIGUEL SOLAS,40.3514175415039,-3.67788004875183,408,0.0036353533224969185,0.0024283632831471587,0.11598039767926548,0.012575098727481
par_8_4983,5.481,0.4156,80,2.963,6.175,10.259,2,48,34,2,173,14,53,69,49,0,11,2,0,44,2,8,19,2,2.294,3.187,1340,AV.ROSALES-MIGUEL SOLAS,40.352237701416,-3.67813539505005,408,0.0036353533224969185,0.0024283632831471587,0.11598039767926548,0.012575098727481
par_8_5085,5.376,0.564,82,3.208,5.956,10.162,2,42,32,1,147,13,59,66,48,1,23,16,1,90,7,26,31,18,2.999,2.3770000000000002,1341,CAMPOS IBAÑEZ-Pº ESTACION,40.3536071777344,-3.68539142608643,403,0.003558625948074207,0.0014570179698882952,0.1171950594797655,0.018813448122592866
par_8_5086,7.093,0.134,112,4.841,5.941,10.147,8,71,50,2,213,21,118,94,78,1,22,16,1,90,7,26,31,18,2.981,4.112,1342,CAMPOS IBAÑEZ-Pº ESTACION,40.3537445068359,-3.68543982505798,403,0.003558625948074207,0.0014570179698882952,0.1171950594797655,0.018813448122592866
par_8_5380,9.154,0.5946,146,4.006,3.408,7.798,18,114,78,3,283,30,254,108,134,1,17,7,1,63,7,23,26,6,3.239,5.915,1343,AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,40.3768196105957,-3.69563961029053,638,0.00226226021836786,0.004371053909664886,0.10986606904647564,0.03503446718170664
par_8_5704,8.02,0.4371,109,4.298,2.338,6.771,25,117,96,4,263,34,281,101,154,8,49,26,1,87,14,122,31,51,3.548,4.4719999999999995,1344,AV.CORDOBA-ANTONIO LOPEZ,40.3873481750488,-3.69891715049744,1083,0.0013052048750915126,0.003885381253035454,0.1092655487157716,0.018698468035396654
par_8_5718,8.676,0.7231,133,3.942,2.353,6.786,18,118,88,3,282,34,245,100,147,8,49,26,1,88,14,123,33,52,3.544,5.132,1345,AV.CORDOBA-GTA.CADIZ,40.3872375488281,-3.6990339756012,1083,0.0013052048750915126,0.003885381253035454,0.1092655487157716,0.018698468035396654
